shadow_order_id,created_ts,strategy_id,ticker,event_ticker,category,side,action,maker_or_taker,intended_price_cents,assumed_fill_price_cents,size_contracts,fees_assumed_dollars,slippage_assumed_dollars,rules_text_hash,rules_pointer,resolution_pointer,status,resolved_ts,resolved_payout_dollars,realized_pnl_dollars,notes
shadow-26FEB26_hfmia2-KXNBAGAME-26FEB26MIAPHI-MIA,2026-02-27T01:57:21.066548+00:00,,KXNBAGAME-26FEB26MIAPHI-MIA,KXNBAGAME-26FEB26MIAPHI,Sports,yes,post_yes,maker,26,,1,0.000000,0.002500,,,,open,,,,"p_true=0.500000;reprice:50->26@2026-02-27T01:57:21.066548+00:00;rev=1;reprice_from=50;mu=0.4550;sigma=0.0000;p_true=0.319160;forecast_updated=2026-02-27T01:57:21.389115+00:00;station_id=;latest_eval=ev=0.013283,mu=0.4550,sigma=0.0000,p_true=0.317846,forecast_updated=2026-02-27T01:57:24.043381+00:00,station_id=,model=sports,econ_asof="
