shadow_order_id,created_ts,strategy_id,ticker,event_ticker,category,side,action,maker_or_taker,intended_price_cents,assumed_fill_price_cents,size_contracts,fees_assumed_dollars,slippage_assumed_dollars,rules_text_hash,rules_pointer,resolution_pointer,status,resolved_ts,resolved_payout_dollars,realized_pnl_dollars,notes
shadow-26FEB26_phase22_sniper_cha-KXNBAGAME-26FEB26CHAIND-CHA,2026-02-27T02:07:00.306214+00:00,,KXNBAGAME-26FEB26CHAIND-CHA,KXNBAGAME-26FEB26CHAIND,Sports,yes,post_yes,maker,92,,1,0.000000,0.002500,,,,closed_unfilled,2026-02-27T02:13:24.632901+00:00,0.000000,0.000000,"p_true=0.500000;reprice:50->79@2026-02-27T02:05:09.054315+00:00;rev=1;reprice_from=50;mu=0.9950;sigma=0.0000;p_true=0.848033;forecast_updated=2026-02-27T02:05:09.385284+00:00;station_id=;reprice:79->85@2026-02-27T02:06:27.117274+00:00;rev=2;reprice_from=79;mu=0.9950;sigma=0.0000;p_true=0.909592;forecast_updated=2026-02-27T02:06:27.449618+00:00;station_id=;reprice:85->92@2026-02-27T02:07:00.306214+00:00;rev=3;reprice_from=85;mu=0.9950;sigma=0.0000;p_true=0.971151;forecast_updated=2026-02-27T02:07:00.633472+00:00;station_id=;latest_eval=ev=0.011676,mu=0.9950,sigma=0.0000,p_true=0.971151,forecast_updated=2026-02-27T02:13:22.382804+00:00,station_id=,model=sports,econ_asof=;edge_gone:nba_live_odds_missing;station_id=None"
