shadow_order_id,created_ts,strategy_id,ticker,event_ticker,category,side,action,maker_or_taker,intended_price_cents,assumed_fill_price_cents,size_contracts,fees_assumed_dollars,slippage_assumed_dollars,rules_text_hash,rules_pointer,resolution_pointer,status,resolved_ts,resolved_payout_dollars,realized_pnl_dollars,notes
shadow-26FEB26_miaphi_hf_live-KXNBAGAME-26FEB26MIAPHI-MIA,2026-02-27T01:59:08.143191+00:00,,KXNBAGAME-26FEB26MIAPHI-MIA,KXNBAGAME-26FEB26MIAPHI,Sports,yes,post_yes,maker,31,31,1,0.000000,0.002500,,,,filled,,,,"p_true=0.500000;reprice:50->31@2026-02-27T01:59:08.143191+00:00;rev=1;reprice_from=50;mu=0.3800;sigma=0.0000;p_true=0.367720;forecast_updated=2026-02-27T01:59:08.491814+00:00;station_id=;latest_eval=ev=0.031668,mu=0.3150,sigma=0.0000,p_true=0.361981,forecast_updated=2026-02-27T01:59:27.569511+00:00,station_id=,model=sports,econ_asof=;fill_trade_id=283fc986-0be7-599c-71dd-f2c54debaa13;fill_count_seen=2"
